	smoker	hbver	erytrocyty	alt	leukocyty	etytr	hemoglobin	ssn	name	trombocyty	alp	relationship	indicator	er-cv	weight	ast	hematokrit
6233	yes	4.81394	7.35300	0.95476	6.57007	6.36404	8.32419	092-04-9946	Dr. Pamela Walter DDS	6.23048	31.71059	married	0.00000	54.40877	45.49379	38.80521	5.73578
6234	no	7.21641	7.95192	1.25708	6.39932	4.22668	8.90569	083-03-3748	Cheyenne Schmidt	7.72598	11.75232	married	1.00000	61.53301	92.47538	60.49750	7.49671
6235	yes	4.83964	8.68060	1.91626	5.36012	5.15014	6.73377	375-07-9325	Christopher Green	3.91723	83.52672	widowed	0.00000	47.47009	52.33480	70.84587	3.96636
6236	Y	6.28662	7.19199	0.88383	4.12997	4.82633	7.31040	223-37-2291	Kristin Weber	6.48243	69.58850	divoced	1.00000	42.30480	52.84850	44.36140	8.00228
6237	Y	5.03030	6.80459	0.78152	5.91744	3.71122	6.15202	347-19-4774	John Robinson	3.86879	87.37429	single	1.00000	52.13966	100.14896	48.45886	4.94676
6238	no	7.51820	7.65101	1.08057	6.58467	6.02741	5.58823	739-01-8018	Seth Glenn	7.77229	79.06838	single	1.00000	70.49589	91.70997	60.29839	11.68029
6239	no	6.65156	9.41240	3.99028	4.92600	3.22992	6.82883	208-97-8912	Lisa Fisher	6.52007	80.18687	single	1.00000	62.22626	76.96601	62.40847	6.42423
6240	no	6.58756	5.38296	0.52576	5.82377	3.56521	4.86398	095-02-3901	Patricia Ross	6.13342	49.83403	nop	0.00000	35.74072	69.11736	31.69038	5.14218
6241	N	5.80496	5.28092	0.64730	7.69480	6.45991	8.31822	382-43-8667	David Cruz	7.20967	31.96364	single	1.00000	27.31807	45.65354	43.01560	7.68105
6242	N	7.04887	5.90146	0.64981	5.76723	5.24074	4.66159	471-26-6408	Martin Alvarez	7.17622	47.79615	divoced	0.00000	54.40906	16.72744	65.28962	3.38447
6243	no		9.05468	2.70847	5.52434	3.65630	7.97609	456-81-2698	Victor Ryan	5.29717	46.04807	married	1.00000	34.36780	63.67919	41.70204	7.18777
6244	Y	6.06390	6.78487	0.66006	5.78349	7.12948	8.12078	724-25-9425	Monique Knight	5.24497	40.04371	divoced	0.00000	71.96169	43.67932	68.60620	4.90902
6245	Y	4.48076	7.58704	1.00869	6.67278	7.26967	6.71081	478-21-2884	Dale Gutierrez	7.87640	80.17019	married	0.00000	57.61990	-15.84364	58.44525	4.70430
6246	no	6.82401	7.67577	1.03902	5.50154	4.47342	5.62870	782-28-1587	Randall Edwards	7.17175	83.44200	single	0.00000	55.08195	84.22665	66.26069	5.66126
6247	no	5.68042	7.81560	1.15496	5.02979	6.42560	7.16000	444-25-9146	Susan Stone	8.11518	76.84505	divoced	0.00000	43.77110	23.83435	60.97616	4.64958
6248	N	6.17573	5.26856	0.45339	7.77810	4.85556	3.43103	022-53-5884	Craig Li	5.78223	10.28353	divoced	0.00000	43.86694	90.63103	48.32182	5.12079
6249	no	5.72334	6.00849	0.55939	4.51340	5.97903	7.68953	168-06-4226	James Wilson	6.37739	55.75430	single	1.00000	62.91490	79.11045	35.43343	7.07105
6250	no	5.63567	4.66640	0.42646	5.84354	4.81539	5.23694	056-22-3794	Zachary Gill	6.68119	69.11597	married	0.00000	35.82475	49.57635	48.63421	5.59699
6251	N	3.88303	6.64580	0.84744	4.56944	5.49036	7.15566	333-05-5158	Jonathan Morales	5.07030	75.32857	married	1.00000	53.98572	100.95544	60.41142	6.77114
6252	no	5.69710	8.90608	2.62369	6.02298	5.58502	5.77228	472-74-6939	Kevin Williams	4.95209	82.43935	divoced	1.00000	47.28780	117.58967	69.55550	11.13760
6253	no	3.55750	7.26788	0.79050	6.55676	4.86393		889-28-2591	Robin Hatfield	3.82673	53.91201	single	1.00000	52.12023	108.95212	34.73596	7.49829
6254	no	5.70359	6.74690	0.52337	6.45823	4.41757	4.87396	065-01-9317	Matthew Andrews	5.19402	53.47620	single	1.00000	30.12937	57.51957	45.52051	6.40470
6255	no	5.65638	6.24352	0.46207	3.66879	5.03057	4.17119	126-84-8970	Corey Melton	7.83227	25.75114	separated	0.00000	62.52760	89.68947	63.77896	4.35597
6256	yes	7.19311	6.62938	0.77538	4.50116	4.96956	3.68809	233-98-3936	Krista Rodriguez	8.62899	18.93638	married	1.00000	39.56334	67.75272	63.26043	7.15183
6257	no	5.90752	6.10387	0.50261	5.18700	2.69113	5.53471	566-14-1144	Jeffrey Guzman	8.40730	74.07394	single	0.00000	38.50046	84.90602	64.70460	4.41558
6258	Y	4.36167	6.60664	0.55426	6.84904	5.69602	8.62207	030-17-1380	Sheryl Parker	7.31189	11.78292	married	1.00000	70.75066	80.53681	73.81204	6.84326
6259	no	5.42713	6.25398	0.56289	5.79478	5.50328	6.87608	182-98-2569	Jeffery Cummings	4.12062	75.63481	nop	1.00000	55.70557	110.12211	60.91863	6.79558
6260	no	6.28307	5.00060	0.59972	6.78325	4.77870	5.55618	413-67-7678	Haley Gilbert	4.78499	74.41523	divoced	0.00000	48.76151	48.55807	58.85126	4.63401
6261	no	4.88324	6.38582	0.78042	7.20560	8.58682	7.51003	073-67-3545	Alexandra Robinson	4.43399	56.70713	divoced	0.00000	55.39291	60.85605	37.20502	5.13273
6262	no	5.21324	8.17621	1.64052	7.48376	4.94063	7.89883	590-42-3501	Rose Lynch	8.26987	49.60485	married	1.00000	47.58902	112.85339	33.07972	9.71578
6263	no	6.19710	6.24256	0.56409	7.58007	5.06615	3.94915	016-66-0418	Christine Blair	6.63719	25.74225	married	1.00000	61.33908	32.77297	64.13760	8.16313
6264	no	4.26410	3.46071	0.49862	7.26039	5.01921	4.13897	843-77-4938	Samantha Gilbert	4.77377	25.58850	nop	0.00000	70.83761	66.79641	58.88152	5.79262
6265	yes	5.57813	4.22056	0.41107	6.15448	4.94383	4.69053	215-24-7978	Elizabeth Elliott	5.34921	47.00640	divoced	0.00000	31.73103	74.37647	47.32379	5.45989
6266	Y	6.28759	7.67349	1.26268	6.42142	4.68242	8.08375	321-45-7993	Anthony Davidson	6.73682	39.45553	widowed	1.00000	52.40378	36.71342	54.76336	7.00216
6267	no	6.54643	6.53194	0.75478	6.08770	5.22146	5.99371	087-72-6251	Lisa Johnson	6.65397	83.99657	single	1.00000	59.76490	95.55735	63.09060	7.36234
6268	no	7.18973	8.00670	1.10217	8.78813	4.15929	7.21884	811-68-0332	Ashley Gordon	6.67598	68.93549	married	1.00000	41.34189	23.91443	37.54579	7.82121
6269	yes	5.83431	6.57314	0.65891	6.81672	5.48256	4.50878	634-78-8190	Kathryn Williams	6.21413	36.94912	separated	1.00000	54.37830	61.27189	40.92521	9.22202
6270	no	6.10610	8.23055	1.60228	4.78483	5.00635	8.14031	238-33-3879	Kyle Chan	5.31321	39.42788	married	0.00000	56.67715	44.79320	46.56870	5.38961
6271	no	5.86453	7.38684	0.92662	4.41518		5.20925	828-35-0519	Kelly Brown	7.73574	61.96090	single	1.00000	34.02354	108.41348	39.97688	6.47414
6272	no	5.72506	6.21628	0.48833	5.57241	8.81698	7.71254	358-20-9458	Paul Bridges	7.25410	53.97931	separated	0.00000	54.38002	105.50999	42.80058	5.55295
6273	no	4.70127	6.33825	0.80061	5.99012	4.15685	5.08066	215-43-0175	Holly Lee	7.65275	58.36945	divoced	1.00000	39.67059	31.12786	63.48474	6.24970
6274	yes	5.48482	6.34396	0.64448	7.24558	5.62679	8.65919	220-15-5712	Lucas Macdonald	5.38472	20.83832	single	1.00000	66.42591	91.20020	25.21514	8.38058
6275	no	5.07889	4.76943	0.77011		5.30282	5.24276	394-50-8907	Katie Gibson	5.88340	65.87983	married	0.00000	31.84609	122.68445	33.37891	4.07189
6276	Y	6.13786	4.19812	0.65062	5.26605	4.98693	6.30064	516-06-5894	Audrey Ruiz	4.46944	82.37403	widowed	0.00000	53.75081	75.52757	54.28368	5.01117
6277	no	6.65457	7.69838	0.88601	5.99236	7.98876	5.50752	083-95-1351	Ann Nolan	6.30790	81.00682	single	0.00000	47.34398	43.28387	34.69890	3.61770
6278	no	8.08929	7.41070	0.68065	7.31800	4.72632	5.36182	029-28-6901	Eric Young	4.50104	69.30153	separated	1.00000	13.40657	30.78142	52.93303	7.47036
6279	no	4.91236	6.90479	1.04628	4.35702	5.96778	4.19835	353-68-4576	Adam Williams	5.79320	24.27101	separated	1.00000	60.96738	29.64979	57.72421	9.38774
6280	N	7.39757	6.96823	0.73411	6.53444	8.04901	7.16366	556-44-7696	Linda Kelly	7.48345	75.14425	divoced	0.00000	65.15333	93.16830	50.70003	5.20815
6281	yes	6.45182	4.45704	0.31141	6.48915	7.13246	8.44008	485-28-5452	Catherine Stokes	4.48297	27.37321	single	0.00000	53.22814	70.16488	53.45620	7.05040
6282	yes	7.63053	6.33180	0.82943	5.27901	5.76691	8.89080	242-26-8817	Terry Kent		16.71531	single	1.00000	54.84094	71.02689	63.97697	7.34972
6283	Y	6.38956	3.93589	0.09911	5.62537	3.64284	4.07814	738-18-5085	Curtis James	7.19281	35.52398	widowed	0.00000	64.25958	71.58484	39.60614	5.78851
6284	no	5.50226	6.87583	0.77581	5.28045	5.02599	7.34493	734-39-1613	Danielle Hill	4.05620	70.60211	married	1.00000	49.07933	83.66666	49.23010	7.38881
6285	no	5.16368	5.67488	0.63462	5.49496	5.34778	3.81772	080-02-1943	Joseph Harmon	7.02293	14.69162	divoced	1.00000	66.96473	80.30176	44.90082	9.42342
6286	no	6.48952	5.72917	0.54900	7.17420	3.63682	4.64320	003-30-9885	Victor Johnson	5.33928	52.12495	nop	0.00000	51.00996	65.91023	54.01935	4.42885
6287	Y	5.17654	7.18526	0.58394	8.17077	7.97123	6.86175	226-57-3045	Robert Bennett	5.29217	82.00356	separated	0.00000	63.54189	62.13384	62.97562	5.12648
6288	no	5.83153	7.82789	1.26737	6.92722	5.32108	4.47397	849-63-0424	Tommy Johnston	5.11048	34.14629	widowed	1.00000	48.01072	41.63231	27.26704	7.71325
6289	no	6.17973	6.30219	0.45270	7.91088	4.46220	4.08947	896-75-8294	Gina Briggs	5.27248	27.95818	separated	0.00000	47.99364	64.88601	61.91661	3.46133
6290	no	6.74374	6.60755	0.64103	6.17372	7.99956	7.59029	872-56-2113	Thomas Newman	7.06558	57.76252	married	0.00000	46.47591	45.24880	40.76178	4.82437
6291	yes	6.14003	6.90566	0.58788	5.51363	7.67122	7.76720	699-67-2219	Jason Monroe	6.76619	47.84387	divoced	0.00000	39.40021	49.35998	49.81392	5.50783
6292	no	9.30534	8.33362	1.65534	5.72664	3.93523	5.62077	125-10-2715	Barbara Smith	5.57481	74.05253	divoced	1.00000	60.08299	101.48769	47.01334	7.32719
6293	no	7.31238	6.35532	0.52561	5.22551	8.29713	7.77296	617-94-9942	Julie Larson	6.11526	49.56987	married	0.00000	48.02741	99.45422	48.09634	4.99024
6294	no	5.37775	5.84049	0.63105	5.41789	4.48992	3.26447	632-19-4272	Anthony Bishop	6.40171	13.75120	single	0.00000	29.72620	109.85340	49.45667	5.52021
6295	yes	4.29088	6.94786	0.65589	5.58154	8.53131	6.56598	172-33-3671	Cassandra Lopez	5.95027	87.03874	single	0.00000	50.67353	47.71920	46.48472	4.73079
6296	no	4.94005	7.85299	1.47969	5.73712	6.74997	6.57356	013-05-7001	Rebecca Armstrong	4.22565	86.38528	married	0.00000	47.74677	55.45001	49.60619	4.07017
6297	yes		7.36615	1.09241	4.60897	5.56083	4.21936	678-41-7554	Diana Kane	3.55505	31.77917	single	1.00000	55.24320	78.56325	34.80769	9.24806
6298	Y	7.89848	7.88200	1.37233	5.12620	4.75794	4.80198	165-09-4742	Jenny Kirk	5.90854	47.17442	divoced	1.00000	54.84546	71.37507	45.73507	7.94969
6299	no	7.24129	7.76120	1.09106	5.43868	5.25700	6.05952	773-43-3253	Steven Martin	6.66588	82.79471	single	1.00000	44.98793	100.51581	53.87026	9.66841
6300	no	4.33249	4.87025	0.41865	5.75234	6.57863	6.07853	148-50-6873	Sandra Sandoval	4.73952	78.35576	divoced	1.00000	58.67690	58.86647	43.44897	7.04379
6301	Y	4.91631		0.63341	5.17106	3.89312	5.54760	211-34-1986	Ruth Hill	7.23968	76.76740	separated	1.00000	42.01324	72.48480	58.56984	2.88471
6302	no	7.73593	8.06362	1.25820	7.01475	4.27370	4.81075	575-22-5777	Samantha Bell	6.75957	54.11690	married	1.00000	46.85405	40.47436	42.75723	6.20686
6303	Y	6.64330	7.07673	0.75440	4.19909	5.05804	6.68654	657-20-3271	Heather Rosario	5.78286	79.88810	divoced	1.00000	58.11172	63.06742	25.54344	6.96500
6304	no	6.90912	4.90517	0.53442	6.58161	6.93202	8.79880	618-20-2773	Kelly Wilkinson	5.32593	13.60254	married	0.00000	63.99699	65.94249	45.15204	6.45990
6305	no	4.73365	8.93678	2.68260	7.08608	3.49767	7.32168	061-19-0373	Bryan Pearson	6.80536		divoced	1.00000	33.21552	66.30479	48.54366	7.70401
6306	yes	4.01280	5.45689	0.55217	8.31237	4.20311	5.72212	146-40-5580	John Carson	6.65211	75.00422	single	0.00000	33.00219	124.01605	46.62859	4.52393
6307	Y	6.56184	7.00738	0.82625	7.09745	4.46202	6.15119	348-04-6142	Kyle Gilbert	5.87165	90.51131	widowed	1.00000	46.16517	43.60354	65.33589	5.92930
6308	Y	5.56371	6.82924	0.87319	5.32418	5.42665	4.30974	184-46-9604	Jeremiah Johnson	7.32362	32.55496	divoced	1.00000	39.91850	91.77481	64.90019	8.24574
6309	yes	5.14892	4.58219	0.57025	6.09642	3.66343	6.26924	769-23-9552	Sheila Gutierrez DDS	5.76956	91.56638	divoced	0.00000	60.52219	49.71904	56.27021	4.59828
6310	no	5.39397	5.44628	0.58605	7.20358	4.34744	4.46928	078-28-7302	Susan Moody	4.98509	37.66746	widowed	0.00000	49.11586	71.07761	66.60389	4.87204
6311	no	5.30614	8.23137	1.45810	7.33492	4.77842	5.33089	261-62-3975	Emily Alexander	4.33955	78.03205	nop	1.00000	40.90705	25.31179	52.10843	6.41937
6312	no	6.70165	5.82390	0.67588	6.30463	5.02733	3.47610	055-47-3134	Melanie Rodriguez	7.54282	8.26700	separated	1.00000	46.52656	36.33412	40.57862	8.41899
6313	no	5.61860	7.80052	0.85855	4.93603	5.78799	4.23514	609-50-2287	Andrew Santana	4.52261	28.41185	married	1.00000	30.68734	-19.67346	72.19729	10.28793
6314	yes	4.72022	10.36291	9.25550	6.45732	5.93946	4.30056	768-09-4166	Sarah Brown	6.11014	37.72149	divoced	1.00000	32.96001	124.67305	41.76272	8.25660
6315	yes	6.53671	6.56166	0.69340	4.98013	5.75022	8.38345	389-40-9079	Mr. Gavin Buchanan	4.78146	34.88733	single	1.00000	58.33197	48.75021	79.97949	7.16626
6316	yes	5.19622	8.46630	1.68397	5.26584	3.84833	6.52658	476-90-7887	David Watson	5.91666	80.26596	married	1.00000	43.32498	114.52770	54.02389	7.49152
6317	Y	7.23685	3.82295	0.39770	5.89996	4.82927	5.49467	253-09-2528	Gregory Scott	7.07569	78.14239	divoced	0.00000	58.24392	49.35922	48.99948	4.91721
6318	yes	4.50583	6.37462	0.50131	4.26980	5.43602	6.25596	165-09-4742	Jenny Kirk	5.89759	87.21870	divoced	1.00000	15.80504	100.53294	56.43311	7.19866
6319	no	6.73908	7.56122	1.01622	7.11072	4.31018	6.00333	419-63-8743	Barbara Smith	6.02105	83.07521	married	1.00000	65.78128	63.11999	33.29729	7.65220
6320	no	8.60745	6.84358	0.89277	4.53972	4.60936	4.26466	851-22-2263	Patricia Jones	6.15780	36.30184	married	1.00000	71.13630	86.63622	52.18305	7.30828
6321	Y	6.30160	8.16085	1.55727	7.64013	7.56365	5.23040	579-87-6118	Wesley Cook	5.73669	66.36086	separated	1.00000	50.94897	61.41093	45.65149	3.75997
6322	Y	6.94982	4.29909	0.58012	7.01651	7.40060	7.22736	235-03-6520	Austin Johnson	7.87083	71.12468	single	1.00000	49.19708	84.36992	39.33702	6.28766
6323	yes	3.66815	8.11382	1.67181	4.32197	6.81556	6.21931	120-71-8464	Alyssa Roy	5.85538	94.56119	married	0.00000	58.09201	99.90202	61.36115	4.35922
6324	yes	5.43163	7.18246	0.65328	5.55642	4.55539	6.45210	541-27-5368	Jonathon Thomas	6.07648	87.52714	widowed	1.00000	50.49596	113.69310	45.47675	5.69047
6325	no	4.08922	5.22745	0.31144	7.92011	6.39458	8.61593	817-05-8443	Michelle Hill	6.14475	19.74455	divoced	1.00000	33.52864	40.21849		7.46732
6326	no	7.52486	8.53571	1.71006	5.18736	5.41798	4.86295	161-44-8614	Jeff Lyons	4.69521	54.65646	divoced	1.00000	42.92736	40.58737	64.99206	8.09031
6327	Y	6.46344	8.26892	1.56805	5.23976	5.00254	7.05018	366-89-3525	James Jenkins	8.81623	75.32444	married	1.00000	44.76084	90.34211	33.97120	7.53108
6328	no	7.15361	6.21050	0.71523	6.87347	6.75893	9.69065	365-32-4103	Denise Kaiser	6.11581	8.36139	nop	0.00000	35.46933	20.28969	33.96197	5.86157
6329	no	5.77532	7.52209	0.97165	4.99121	3.76349	3.89083	702-99-6991	Gilbert Brown	5.97440	13.49740	nop	1.00000	42.48686	91.25092	50.23452	4.10210
6330	yes	5.05425	6.62787	0.61147	4.82224	7.24789	8.54368	582-19-6570	Jennifer Johnson	7.14804	22.08925	separated	0.00000	55.12969	90.17785	53.68100	5.62723
6331	no	8.87980	7.69107	0.74705	5.15055	4.62605	6.91547	820-92-4656	Steven Sanchez	5.23936	84.84524	widowed	1.00000	67.55180	84.51047	47.72686	7.82971
6332	Y	5.10231	6.57299	0.73110	5.50162	5.56628	7.21987	551-65-0178	Ana Buckley	4.51729	70.28880	married	1.00000	61.00018	63.48676	42.24974	6.97811
6333	no	5.63132	6.73491	0.54435	3.91121	4.51129	6.45199	269-88-2516	Cassidy Neal	5.18303	89.60623	married	1.00000	37.86423	41.66419	79.63535	6.40284
6334	no	7.21139	6.14893	0.65307	5.30656	5.81855	7.68428	613-73-7736	Mary Singleton	6.96374	53.35616	nop	1.00000	75.73518	2.51773	60.79181	7.18645
6335	Y	5.00316	10.87097	15.45179	6.51629	2.01123	6.69578	506-20-9177	Andrew Carpenter	7.95804	87.59602	separated	1.00000	53.58727	74.87009	33.79073	7.50285
6336	yes	8.20875	5.43480	0.29705	6.23485	4.65164	4.42874	756-59-5943	Melissa Skinner	5.03654	42.88773	divoced	0.00000	36.13309	73.42234	63.13387	5.00586
6337	yes	4.29042	6.18129	0.79730	7.23178	5.71161	7.38298	858-65-3393	Heather Shaw	5.52743	67.12614	single	1.00000	63.42882	76.58835	54.75511	7.08815
6338	no	5.35146	6.94998	0.63231	4.66071	5.37348	4.48186	144-35-8320	Monique Rojas	5.83993	41.24912	nop	1.00000	48.00623	43.01846	53.23991	9.01553
6339	yes	6.95630	7.47612	0.86974	5.05732	5.39275	3.25302	538-17-7477	Ashlee Johnson	5.48963	12.19910	separated	1.00000	72.82902	42.39937	43.92716	6.46431
6340	no	6.15433	6.10631	0.78185	4.77112	7.56342	9.05860	602-08-0829	Sharon Turner	3.93917	13.52331	nop	0.00000	52.26415	52.50110	38.20191	5.70139
6341	Y	8.81601	7.90601	1.19427	6.10658	4.53864	7.64269	382-57-4685	Ann Graham	6.38325	51.67947	married	1.00000	52.84164	54.06497	61.50487	8.13895
6342	N	4.21224	8.55658	2.14321	6.44286	4.10826	8.27019	788-24-3992	Alison Jackson	7.06825	36.24936	widowed	1.00000	36.15202	84.19001	28.63224	6.75875
6343	Y	4.92790	1.91561	0.45849	5.09617	7.22596	5.73372	125-25-5723	James Tucker	6.34327	80.94886	single	0.00000	62.30577	27.62083	52.40472	6.89550
6344	no	8.20937	7.65845		5.47269	4.54900	6.75933	267-17-7225	Stephanie Higgins	5.61228	85.36737	separated	1.00000	40.49474	20.27923	50.49093	7.39060
6345	Y	4.99626	7.14411	0.68734	4.42799	4.93332	7.13974	703-37-9653	Amanda Guzman	4.61975	73.27784	married	1.00000	44.70749	56.41570		6.91487
6346	Y	6.03849	8.42664	1.73600	5.93354	4.86323	7.78729	329-95-4636	Benjamin Jackson	5.56454	45.30301	divoced	0.00000	16.94470	106.74884	47.21089	5.02271
6347	no	7.48080	3.24438	0.43665	7.14081	5.94831	3.27961	810-66-6146	Rachel Le	5.58150	7.97589	single	0.00000	55.11149	105.36087	62.21825	6.33287
6348	no	4.60616	7.07551	0.67089	6.72058	3.62251	6.57856	835-96-8938	Anthony Le	6.12172	80.08110	married	1.00000	60.01402	64.02571	42.26234	4.22406
6349	Y	4.96049	4.28770	0.24050	6.15990	5.26413	7.85784	663-98-5190	Trevor Brown	5.30958	45.85090	married	0.00000	71.88951	100.55687	58.03712	4.66462
6350	no	5.68606	5.04960	0.57124	6.99168	5.29362	6.88228	522-68-5665	Amy Caldwell	5.59491	82.03051	married	0.00000	35.88490	59.10682	71.66543	4.63598
6351	no	7.27655	7.01395	0.96644	7.21636	4.17828	3.62889	241-10-6095	Paul Jennings	7.22154	13.86100	divoced	0.00000	49.57260	37.81767	35.68013	2.42937
6352	no	6.25164	7.09439	0.61947	5.79094	9.42944	5.39269	322-58-0233	Kenneth Evans	6.20793	79.95488	married	0.00000	34.96214	67.32952	29.06046	4.41583
6353	no	3.49034	6.77796	0.82576	5.70981	3.35286	5.04511	442-61-3034	Stephen Rogers	5.65016	55.36385	single	0.00000	62.46954	97.10878	55.48517	3.08940
6354	Y	6.52421	7.34225	0.94623	6.18462	4.72930	7.28119	319-56-1053	Steven Mitchell	7.11472	67.53225	divoced	1.00000	48.89676	58.01038	44.93532	7.87225
6355	no	6.53892	6.63506	0.42854	5.99963	3.19218	3.86001	804-80-8405	Jared Cook	5.48917	19.73411	single	0.00000	65.82215	39.58416	50.26908	4.22336
6356	N	7.47303	3.47379	0.70385	5.52875	5.24978	6.90575	729-52-1721	Dr. Karen Martin PhD	5.97578	74.62084	separated	0.00000	37.64942	92.63690	41.07465	5.06908
6357	no	7.40389	6.32603	0.70099	4.12883	5.65434	6.85980	501-23-4117	Allison Sullivan MD	5.17310	86.31989	divoced	1.00000	39.85819	53.64190	69.26069	6.96533
6358	no	6.57595	7.38539	0.85519	5.35035	4.76649	8.14663	416-24-1789	Joseph Johnson PhD	4.70695	37.93541	divoced	1.00000	72.86170	101.69555	41.62077	8.47144
6359	no	7.08686	5.59124	0.79528	6.34744	8.08632	9.72300	602-11-8154	Carlos Huffman	5.47793	16.25780	divoced	0.00000	50.09827	102.56577	43.93679	6.63240
6360	no	5.03444	7.60290	1.02806	6.21184	4.55637	6.73629	342-36-8991	Joseph Spencer	7.51037	77.42228	single	1.00000	55.63452	69.07610	60.73092	7.61520
6361	no	5.63009	4.62994	0.37527	4.79765	5.25326	4.81301	260-56-1753	Thomas Harding	4.03112	55.28278	single	0.00000	64.23681	101.05260	67.66123	4.34737
6362	no	4.95215	8.09757	1.46311	6.05915	4.21923	7.24173	266-61-1037	Fred Martinez	5.92094	79.04643	nop	1.00000	27.97145	-19.65492	54.92023	7.00722
6363	yes	5.55212	6.23699	0.55235	5.29544	5.64040	6.83519	398-35-7820	Douglas Perez	7.61834	83.39939	single	1.00000	56.05952	87.48456	58.44925	8.24100
6364	no	7.51727	6.22403	0.56076	6.49372	5.72422	7.72140	030-30-7022	Daniel Brown	4.68197	48.69004	widowed	1.00000	29.39869	69.38235	43.80572	6.73702
6365	no	5.62671	5.16344	0.48429	6.22460	6.84255	3.57449	004-03-5725	Christina Larsen	5.20587	11.01582	nop	0.00000	45.76117	59.37549	65.69561	5.28824
6366	no	6.94673	6.19901	0.77537	5.69973	4.57509	6.09616	033-17-9294	Todd Rodriguez	5.00755	86.41667	nop	1.00000	46.01243	43.78564	40.99035	7.01861
6367	Y	7.12100	4.99286	0.36044	6.75709	6.53474	7.53560	717-42-8545	Alexis Becker	6.03303	60.12617	married	1.00000	35.36250	59.35961	68.23498	7.91758
6368	Y	7.76964	5.35060	0.46793	5.85836	3.48409	5.52720	598-03-2412	Carrie Watts	5.22827	73.84225	married	1.00000	34.41418	82.65374	49.21575	5.31746
6369	no	4.85208	7.68713	0.99706	6.51739	4.64472	7.54839	361-15-9322	Kelly Hamilton	5.56218	53.12119	married	1.00000	40.82010	91.15450	38.53958	6.87787
6370	no	6.48984	7.84906	1.20929	5.26112	5.25040	3.05494	050-96-7385	David Schmidt	5.69297	8.31209	divoced	1.00000	38.41950	111.60352	59.48488	8.08788
6371	no	5.18740	7.08633	0.70133	2.62933	5.23420	9.57940	527-05-2368	Sara Riley DDS	6.59811	10.86953	widowed	1.00000	46.37079	77.52704	30.27465	7.05846
6372	Y	5.74655	1.58076	0.54299	5.98626	9.46917	8.93497	121-76-3342	Gregory Nash	5.70811	13.78361	married	1.00000	72.29709	72.31283	46.46580	7.28409
6373	no	7.26489	8.35750	1.47471	5.28708	4.25338	9.73583	120-63-2304	Angel Suarez	6.71209	12.92378	single	1.00000	58.41682	137.09710	38.75142	6.77927
6374	yes	5.85458	7.85749	1.29030	5.20258	6.89539	6.38216	143-09-5816	Carrie Johnson	6.39591	86.51956	nop	0.00000	49.78487	110.63713	50.83190	4.09120
6375	no	7.17609	5.37972	0.25949	7.44067	1.83724	7.29450	750-03-6354	Tracy Wheeler	5.87006	75.53526	single	0.00000	34.55304	95.22515	46.30578	4.63047
6376	yes	6.13874	7.73794	0.88568	8.00967	9.21496	4.62166	468-63-7528	Emily Wells	5.53752	47.18954	single	0.00000	56.59848	41.95454	23.58262	4.24799
6377	no	6.82424	9.12250	2.94338	6.84097	4.60744	6.65039	662-48-8108	Jessica Hamilton MD	4.82619	78.45949	divoced	0.00000	58.71679	101.08153	47.80505	4.23652
