	birthdate	address	race	current_location	blood_group	ssn	name	sex	residence
1649	1946-05-30	"9274 Erickson Parks
Jacquelineshire, CA 54094"	White	(Decimal('85.2721905'), Decimal('91.542125'))	AB-	429-05-6338	Donald Oliver	M	"38615 Gonzalez Roads Suite 819
Stevenport, GA 18431"
1650	18 Nov 1914	"5218 Rhodes Locks
Port Timothy, PA 75185"	black	(Decimal('44.9647475'), Decimal('106.947618'))	A-	435-10-9643	Tony Vasquez	M	"75915 Chavez Manor
Wadeborough, KS 71211"
1651	13 May 1961	"8799 Garcia Viaduct Suite 859
West Richardport, MS 22795"	White	(Decimal('-37.5651575'), Decimal('-49.339279'))	A-	838-87-0285	Michael Davis	M	"834 Thornton Lane
Wolfchester, CA 97071"
1652	1937/10/14	"417 Small Cape Suite 358
Cantrellville, KS 77359"	Black	(Decimal('-6.930698'), Decimal('-104.426096'))	O-	547-56-2106	Michael Greene	M	"410 Doyle Locks
Stephaniemouth, IL 25767"
1653	2019-05-28	"5041 Lawrence Roads
Pittsshire, NC 72834"	White	(Decimal('-89.002907'), Decimal('-60.504331'))	O+	107-15-0792	Patricia Lane	F	"58355 Troy Mill Suite 098
West Bryan, NJ 07988"
1654	1998-06-28	"9148 Weaver Mission
Dixonshire, OR 06863"	White	(Decimal('21.4988665'), Decimal('-51.243908'))	O+	282-66-2844	Diane King	F	"924 Joshua Club
Daughertyville, TX 63432"
1655	1922-09-17	"USNV Guzman
FPO AA 06707"	Hawaiian	(Decimal('22.072984'), Decimal('136.575188'))	AB-	754-22-5943	Bradley Mccoy	M	"50204 Roth Valley Apt. 984
Smithside, NH 37905"
1656	08/11/1938, 00:00:00	"USNS Cook
FPO AE 36529"	Black	(Decimal('48.9766525'), Decimal('-91.418867'))	A+	674-74-1282	Jessica Chandler	F	"21961 Ferrell Inlet
East Loganhaven, SD 37949"
1657	1955/09/29	"9562 Gonzalez Burgs
Burtonchester, IN 71645"	blsck	(Decimal('-56.862193'), Decimal('23.403965'))	A+	816-73-6736	Jennifer Jones	F	"6195 Williams Locks Apt. 600
Hardymouth, MI 78428"
1658	19 Sep 1961	"5778 Brian Turnpike
West Matthewburgh, MA 96665"	Black	(Decimal('-58.6659245'), Decimal('126.481781'))	AB-	269-37-1515	Steven Moore	M	"5226 Margaret Coves Suite 367
Heathershire, MN 94915"
1659	1963/07/09	"88451 Brandon Expressway Apt. 269
Darrenmouth, SD 08372"	Black	(Decimal('6.2859415'), Decimal('-156.539836'))	A+	274-54-4895	Jeffrey Vazquez	M	"58800 Jacqueline Pines
West Micheal, GA 36248"
1660	1908-01-16	"610 Henry Tunnel Suite 222
East Pennyhaven, IN 22229"	Black	(Decimal('40.395341'), Decimal('69.048355'))	AB-	683-33-8897	David Price	M	"3528 Laura Mews
New Lisa, VT 54910"
1661	05 Feb 2000	"20218 James Flat Suite 283
East Shaneburgh, NY 20918"	White	(Decimal('-57.141762'), Decimal('131.649082'))	A+	397-01-4477	Shannon Arias	M	"969 Stacey Wells
East Juanhaven, OK 17824"
1662	12/26/1971, 00:00:00	"USNV Anderson
FPO AE 55587"	Hawaiian	(Decimal('87.966207'), Decimal('93.069292'))	B-	782-18-1509	Denise Kane	F	"756 Steve Ridges Suite 701
East David, MT 57958"
1663	07/20/1960, 00:00:00	"54579 Steven Crossroad
South Cory, AZ 89819"	White	(Decimal('8.5046745'), Decimal('-158.314785'))	A-	170-01-7711	Michelle Warner	F	"576 Susan Parkways Apt. 205
North Deannaberg, PA 60626"
1664	1923/04/29	"55485 Woods Vista Suite 805
North Felicia, NH 14741"	Black	(Decimal('-7.5317675'), Decimal('104.495954'))	B+	790-10-9403	Victor Barnett	M	"8115 Chapman Hollow
Bentleyton, NE 45783"
1665	16 May 1938	"64600 Watts Station Suite 105
Westchester, AZ 39794"	White	(Decimal('-86.1791885'), Decimal('123.107724'))	A+	297-54-6636	Richard Guzman	M	"959 Pamela Shore
Smithview, CA 32637"
1666	1973/01/18	"0424 Jason Keys
West Brooke, TN 70254"	White	(Decimal('47.718097'), Decimal('92.833386'))	AB+	508-15-6483	Maria Cunningham	F	"7100 English Greens Suite 811
Nicholasberg, RI 55054"
1667	1911-02-12	"446 John Mountain
North Sarahhaven, AL 11165"	White	(Decimal('-30.673235'), Decimal('-165.469254'))	AB-	065-01-9317	Matthew Andrews	M	"PSC 2643, Box 3831
APO AA 65238"
1668	1945/04/03	"PSC 8608, Box 5694
APO AP 13380"	White	(Decimal('-89.459531'), Decimal('-98.399686'))	B+	771-81-5340	Brandon Rodriguez	M	"Unit 0479 Box 3400
DPO AA 57832"
1669	1945-07-08	"07944 Fields Forks
East Samanthaberg, ID 84905"	White	(Decimal('-11.7461545'), Decimal('148.766417'))	B-	366-65-6902	Thomas Scott	M	"716 Anderson Isle Suite 373
Lake Christopherchester, TN 28708"
1670	1926/01/20	"25656 Lewis Stravenue Apt. 518
Claytonchester, NV 68186"	Black	(Decimal('53.9585385'), Decimal('156.409106'))	O+	388-06-4211	Michael Wilson	M	"391 Mary Views
Adrianaburgh, ID 18296"
1671	03 Feb 1934	"1079 Mitchell Street Apt. 589
Brownchester, NM 99008"	White	(Decimal('-6.6714705'), Decimal('-13.505924'))	A-	392-82-4601	John Garner	M	"Unit 1196 Box 6685
DPO AP 52353"
1672	08 Oct 1933	"2988 Ryan Bridge
East Ryanland, AL 85995"	Asian	(Decimal('25.9664955'), Decimal('-115.640098'))	A-	340-83-8173	Patrick Williams	M	"USNS Lee
FPO AP 05526"
1673	2012-11-04	"64684 Robertson Cliffs Apt. 252
Nguyenhaven, RI 21334"	black	(Decimal('2.7834915'), Decimal('-108.811317'))	AB-	432-70-6683	Ashley Davis	F	"Unit 3478 Box 7429
DPO AA 22592"
1674	01 Apr 1916	"PSC 2254, Box 3005
APO AE 35382"	white	(Decimal('61.8360925'), Decimal('40.893037'))	B+	818-87-4906	Katie Frost	F	"7651 Robles Stream
Karenstad, IA 92413"
1675	2004-08-25	"384 Amanda Fields
West Vanessaburgh, CA 73486"	White	(Decimal('-4.5134335'), Decimal('-164.955961'))	B-	498-10-5036	Anthony Reynolds	M	"900 Kaitlin Lake Suite 031
Christinaburgh, DE 71171"
1676	24 Dec 2003	"272 Johnson Bypass Apt. 037
Adrianmouth, AZ 42621"	White	(Decimal('-72.5860545'), Decimal('166.969938'))	AB+	679-49-5023	Brett Henderson	M	"34998 Bean Lake
West Ericmouth, AL 93249"
1677	1998-03-19	"8693 Cheryl Meadow Apt. 630
Andersontown, IN 16618"	Black	(Decimal('75.6914035'), Decimal('-53.261694'))	B-	104-53-4762	Cassidy Bryant	F	"54921 Jones Cliffs Apt. 171
New Angela, AK 08773"
1678	2005-08-02	"5433 Smith Haven
East Teresa, IN 16795"	black	(Decimal('41.628131'), Decimal('-85.733705'))	AB-	746-99-0165	Christopher Hill	M	"80435 Nelson Brooks Suite 157
Williamland, OR 25993"
1679	1963/12/08	"743 Denise Loop Suite 071
Justinstad, MN 74807"	Indian	(Decimal('15.367628'), Decimal('-14.665610'))	AB-	413-88-1530	Veronica Kent	F	"2617 Jeremy Haven Apt. 714
New Frances, NM 31970"
1680	1972/07/18	"82139 Robert Hills
North Javierside, OR 75914"	White	(Decimal('-52.2774605'), Decimal('-95.365354'))	AB-	223-88-0959	Christopher Archer	M	"07557 Cochran Springs
Davidmouth, OH 33688"
1681	2021-05-01	"25021 Justin Shoal Suite 645
Lake Thomasshire, NE 14103"	Asian	(Decimal('-17.123698'), Decimal('-139.404196'))	A+	751-47-5968	Grace Brown	F	"236 Paul Passage
East Brittany, ND 57928"
1682	16 May 1970	"0525 Hines Bridge
South Christopher, KY 79235"	White	(Decimal('-31.755933'), Decimal('-18.680060'))	A+	761-31-5575	Taylor Jones	M	"727 Eric Glens
North Toni, OK 86637"
1683	12/08/1921, 00:00:00	"2775 Haynes Mall Suite 911
Lake Josephton, MI 73356"	Black	(Decimal('-38.9372485'), Decimal('45.393813'))	B-	780-82-7241	Kelsey Roberts	F	"6638 Wiley Keys
West Stephenmouth, RI 96580"
1684	03/18/2004, 00:00:00	"1655 Walton Pass Apt. 837
Pittmanhaven, WI 64933"	Asian	(Decimal('-61.2862615'), Decimal('-156.941448'))	A-	196-09-6321	David Huber	M	"83634 Charles Circles
Jenniferland, NH 48763"
1685	1931/03/07	"Unit 4275 Box 7490
DPO AP 81469"	Asian	(Decimal('73.465835'), Decimal('144.599467'))	B+	674-87-3407	Matthew Anderson	M	"50676 Ward Pine
Johnmouth, OR 96301"
1686	12/08/1923, 00:00:00	"175 Anita Pass
Lake Davidchester, NC 93833"	Asian	(Decimal('84.160623'), Decimal('21.685531'))	AB-	513-39-9691	Jocelyn Kelly	F	"04425 Wilson Crescent Apt. 364
Lisashire, WY 70224"
1687	1932-05-16	"64578 Herrera Square Suite 314
New Timothyport, GA 94276"	Black	(Decimal('-18.701936'), Decimal('-144.446065'))	A+	898-27-6872	Jonathan Olson	M	"3791 Allen Turnpike
South William, LA 96717"
1688	1920/01/20	"46477 Nicholas Wells Suite 986
Barbershire, GA 07976"	White	(Decimal('77.5429535'), Decimal('79.975593'))	AB+	018-49-6277	Anthony Mcmillan	M	"177 Lauren Mount
North Karen, MD 90512"
1689	1948-03-07	"460 Keith Heights
New Russell, IA 92048"	Asian	(Decimal('-63.0572715'), Decimal('-87.848110'))	A-	375-11-3302	Colleen Oconnell	F	"863 Buchanan Brooks Apt. 871
Owensfurt, AZ 85172"
1690	1989/05/11	"1904 Carter Plain
South Traci, AZ 30603"	Black	(Decimal('20.6948705'), Decimal('94.798905'))	AB+	294-70-6402	Vincent Chandler	M	"854 Miller Walk
Jessicachester, NJ 09929"
1691	1938-09-10	"858 Brittany Mountain Suite 390
Richardshire, DE 14265"	Black	(Decimal('-22.326806'), Decimal('169.722276'))	B+	768-67-9849	Ashley Schneider	F	"3012 Jordan Prairie
Suzanneland, ND 71388"
1692	1937/12/03	"3454 Gomez Crossing
Allisonville, DE 79417"	Hawaiian	(Decimal('23.657718'), Decimal('-148.386542'))	A-	621-04-8298	Susan Ortiz	F	"Unit 5369 Box 8579
DPO AA 94987"
1693	05/23/1958, 00:00:00	"584 Huynh Cape
Milesside, OH 00980"	White	(Decimal('29.0314195'), Decimal('-98.905518'))	AB-	483-83-0801	Maria Young	F	"20966 Randy Mission Apt. 945
North Shane, WY 64410"
1694	12/31/1928, 00:00:00	"3923 Eric Square
Daleburgh, CO 67481"	Black	(Decimal('37.929830'), Decimal('35.729927'))	AB-	306-31-1008	Miranda Henry	F	"0318 Morrison Loaf Suite 009
Lake Josephton, OK 51387"
1695	1927-10-29	"973 Cooper Locks
Hendersonville, NM 29959"	white	(Decimal('70.4255755'), Decimal('105.150895'))	A+	790-60-7558	Christina Robertson	F	"USNV Hughes
FPO AE 47038"
1696	1911/11/17	"852 Nathan Corner Apt. 526
Port Laura, AK 36946"	White	(Decimal('55.519002'), Decimal('-42.173769'))	A+	345-32-4189	David Mcdaniel	M	"3692 Mcdonald Grove
Sheilaburgh, PA 40970"
1697	08 Jul 1909	"174 Brandon Points Suite 150
Marshallberg, NC 07723"	White	(Decimal('-6.068732'), Decimal('5.570612'))	O+	214-02-7129	Mr. Thomas Parsons DDS	M	"001 Eric Row
Faulknerland, UT 67899"
1698	1996/08/14	"51367 Wendy Turnpike
Heidifurt, TN 88013"	White	(Decimal('-1.1843475'), Decimal('20.345994'))	A-	647-02-3247	Rebecca Bell	F	"3785 Kristin Unions Apt. 347
New Jesse, IA 88752"
1699	1941-09-03	"05845 Jeffrey Lakes Suite 298
Fernandezmouth, SC 80219"	White	(Decimal('12.888719'), Decimal('35.196544'))	O-	606-98-1797	Mariah Sanders	F	"403 Murray Causeway Suite 145
Sherrybury, SC 48828"
1700	08 Mar 1998	"Unit 3408 Box 1776
DPO AA 16194"	Hawaiian	(Decimal('61.202320'), Decimal('71.603662'))	AB-	493-58-4825	Michael Davis	M	"4468 Susan Mount Apt. 612
Wiseburgh, OH 50839"
1701	09 Apr 1978	"70846 Turner Alley
East Diane, ME 24988"	White	(Decimal('17.390531'), Decimal('-105.155625'))	B-	016-89-2029	Jamie Bates	F	"49593 Chavez Mountains
Bradleyborough, MS 34020"
1702	1983/07/15	"784 Bryan Canyon Apt. 925
East Amy, NJ 27225"	White	(Decimal('3.304655'), Decimal('-107.986260'))	B-	371-44-0389	Brian Murphy	M	"7712 Mario Spur
Timothystad, OR 72614"
1703	1951-09-14	"9226 Christopher Port Suite 679
Jasonfort, VT 36071"	Hawaiian	(Decimal('-70.182423'), Decimal('-125.294494'))	B+	072-34-9077	Tyler Fox	M	"6587 Brandy View
Port Daniel, AK 10021"
1704	09 Jun 2002	"160 Nicole Mountains
South Joshuaport, NH 97320"	black	(Decimal('-17.489115'), Decimal('-66.328704'))	B-	551-75-4983	Kimberly Evans MD	F	"01537 Amy Crescent
North Samanthaside, NJ 39301"
1705	2010/03/29	"671 Turner Path Suite 531
Bakerland, PA 42563"	White	(Decimal('28.0735395'), Decimal('156.678459'))	AB+	045-68-5960	Jerry Schroeder	M	"528 Matthew Shore
Paulhaven, SD 83811"
1706	09/06/1921, 00:00:00	"69121 David Locks Apt. 237
South Anthonyton, TN 88232"	White	(Decimal('-23.4771045'), Decimal('-81.343723'))	A-	249-01-0319	Nicole Brown	F	"915 Michelle Square Suite 108
Nortonhaven, KY 07316"
1707	2019/09/20	"580 Robbins Green Suite 485
Garciamouth, AL 99487"	White	(Decimal('39.3819335'), Decimal('-67.294361'))	A-	598-67-0583	Christopher Harper	M	"79440 Kevin Hollow
Colemouth, NM 50633"
1708	1916/12/12	"546 Matthew Views Apt. 527
Vazquezmouth, AL 94703"	White	(Decimal('-3.275707'), Decimal('-119.961855'))	O+	759-28-6991	Marie Carter	F	"USCGC Ball
FPO AP 72038"
1709	1949-01-05	"4980 Brad Forks Suite 843
New Savannahborough, CA 61302"	White	(Decimal('35.3535435'), Decimal('76.911619'))	A+	204-44-0529	Debra Anderson	F	"Unit 0091 Box 3557
DPO AA 40248"
1710	07/21/1943, 00:00:00	"PSC 6589, Box 3778
APO AE 85140"	Asian	(Decimal('67.737305'), Decimal('-104.354055'))	A-	176-36-2032	Cody Smith	M	"7412 Adam Road Apt. 853
Andersonmouth, CO 64880"
1711	12 Aug 2020	"1701 Zoe Extensions Apt. 271
Collinborough, LA 38659"	White	(Decimal('6.874234'), Decimal('-55.487768'))	A+	480-92-4351	Mrs. Lauren Williams	F	"2197 Bonnie Wall Apt. 712
North Elaineport, MT 76281"
1712	1972/10/23	"096 Christopher Prairie Suite 734
West Racheltown, IN 03076"	White	(Decimal('54.0295405'), Decimal('-108.691101'))	AB-	571-79-0625	Samuel Brown	M	"081 Lori Inlet Suite 196
North Kevinfurt, GA 86621"
1713	03/11/1983, 00:00:00	"30481 Kim Pike
Lake Jasonshire, AL 50146"	Black	(Decimal('-50.178336'), Decimal('-159.969038'))	O+	577-26-4889	Tiffany Diaz	F	"10150 Jones Rue
Atkinsonshire, TX 14502"
1714	1980/12/07	"Unit 0350 Box 3732
DPO AP 31831"	White	(Decimal('1.101873'), Decimal('-29.303281'))	AB+	024-47-3883	Danielle Meadows	F	"671 Cynthia Path
West Ralph, IL 90393"
1715	12/27/1937, 00:00:00	"56542 Cynthia View Apt. 548
New Melaniemouth, SC 20897"	White	(Decimal('67.0974315'), Decimal('-86.369888'))	O-	552-11-2647	Richard Diaz	M	"9424 Kevin Skyway
Jessicabury, OK 22276"
1716	09/26/1992, 00:00:00	"274 Lane Hollow
New Linda, MN 81740"	White	(Decimal('12.8715625'), Decimal('87.675975'))	O+	442-96-5016	Jacqueline Archer	F	"11719 Sutton Turnpike Apt. 822
New Crystalview, CA 87030"
1717	03/22/2005, 00:00:00	"540 Barnes Forest Apt. 752
Annastad, CA 79791"	Indian	(Decimal('-82.9240645'), Decimal('-131.506988'))	B+	201-15-3483	Maria Reeves	F	"9930 Joseph Points
West Andrewville, TN 94803"
1718	2012-10-30	"7155 Natalie Springs
Lunaview, AR 20366"	Indian	(Decimal('40.677802'), Decimal('-120.702893'))	O-	438-11-7682	Logan Dixon	M	"17039 Matthew Courts
Garnerville, CO 27007"
1719	12/08/1970, 00:00:00	"7117 David Wells
Kaylabury, NJ 44307"	Black	(Decimal('19.3764665'), Decimal('9.066620'))	AB-	682-68-4499	Rebecca Neal	F	"448 Gutierrez Radial Apt. 134
Heatherchester, OK 69948"
1720	11/08/1961, 00:00:00	"14081 Harvey Trail
Ericburgh, MO 81191"	Asian	(Decimal('89.1675785'), Decimal('155.852850'))	B+	054-96-4807	Robert Thomas	M	"498 Graham Lane Suite 409
Lake Virginialand, WA 30837"
1721	02 Mar 2013	"91780 Cummings Mews
Whitakerberg, ID 91628"	White	(Decimal('-68.559467'), Decimal('40.668425'))	AB-	659-17-0166	Kathryn Moreno	F	"428 Parker Lights
West Caitlinmouth, NY 55710"
1722	04/23/2015, 00:00:00	"39428 Gomez Burg
Medinachester, CA 12345"	Indian	(Decimal('83.1058645'), Decimal('-74.240283'))	AB+	265-37-4302	Rhonda Harvey	F	"85266 Austin Street
East Michael, TX 49919"
1723	1960-07-26	"Unit 3180 Box 3308
DPO AE 74509"	Black	(Decimal('64.661636'), Decimal('153.210977'))	O+	404-17-4356	Courtney Brown MD	F	"9466 Justin Parkway
Johnsonborough, MN 30118"
1724	1960/08/08	"8002 Miles Island Apt. 818
North Christina, ND 17342"	black	(Decimal('88.5115765'), Decimal('67.784635'))	A+	403-76-9748	Kim Wheeler	F	"03572 Jennifer Mall
Jenniferchester, CA 53532"
1725	1907/01/18	"567 Daniel Lake
Masseyshire, OR 98524"	Asian	(Decimal('46.7178025'), Decimal('-115.730403'))	B+	641-53-8498	Mackenzie Silva	F	"7587 Jeffery Well Apt. 135
Hartmouth, HI 19946"
1726	2015/06/26	"6713 Stevens Motorway
Port Joshua, WI 14043"	Black	(Decimal('-26.356996'), Decimal('-97.706182'))	AB+	588-85-8050	Mary Williams	F	"304 Mason Cliffs Suite 968
New Joseph, MD 19653"
1727	12/19/1916, 00:00:00	"0446 Stephanie Trail
Donaldville, GA 98533"	White	(Decimal('-67.5879675'), Decimal('-76.392521'))	B-	517-15-9746	Seth Li	M	"85389 Dunn Circles
Lake Richard, KY 50114"
1728	09/04/1980, 00:00:00	"2314 Jason Mountain Suite 467
Tabithamouth, SD 78919"	White	(Decimal('57.8180825'), Decimal('-28.565279'))	B-	812-07-1938	Jeremy Dominguez	M	"96476 Pacheco Estate Suite 270
Natalieport, AL 04221"
1729	05 Sep 2007	"980 Brett Throughway
South Yvonnestad, OK 58931"	White	(Decimal('-80.176957'), Decimal('-72.735296'))	AB-	166-18-4644	Rebecca Flowers	F	"USNV Love
FPO AP 01686"
1730	1949-06-16	"PSC 9451, Box 3894
APO AA 85722"	black	(Decimal('-77.443925'), Decimal('-81.905480'))	O-	551-35-8011	Danielle Lambert	F	"94473 Michelle Plains Suite 452
West Tommybury, FL 11789"
1731	06/28/1915, 00:00:00	"0737 Hanna Port
Medinaburgh, AL 60575"	White	(Decimal('-69.8559885'), Decimal('-5.042509'))	B+	323-88-1510	Shannon Roman	M	"8586 Daniels Isle Apt. 470
New Christopherborough, TN 94086"
1732	31 Aug 1908	"7538 Castillo Path
Fordchester, OR 80056"	Indian	(Decimal('36.7939975'), Decimal('163.741517'))	A+	773-43-3253	Steven Martin	M	"0688 Hughes Canyon Apt. 702
North Michael, MI 07971"
1733	1930-05-08	"16228 Morgan Prairie Apt. 253
Alecside, TN 75453"	White	(Decimal('-9.666008'), Decimal('-48.021435'))	B+	661-33-8708	Erika White	F	"1576 Terrance Street
Jamesfort, DC 39818"
1734	08 Jun 1959	"6593 Harrison Passage Suite 710
New Carlos, LA 50284"	White	(Decimal('-19.681374'), Decimal('-103.512374'))	A-	563-92-8130	Steve Nichols	M	"203 David Crossing
Owenshire, MS 61166"
1735	1984-12-02	"503 Vance Island
Lake Sarah, SD 52514"	White	(Decimal('-19.900090'), Decimal('2.637919'))	AB+	688-91-9443	Anthony Bryant	M	"24003 Amy Divide Suite 141
Lake Courtneyland, NM 70761"
1736	08/13/1980, 00:00:00	"663 Brown Plaza Apt. 293
Port Jonathan, DC 16245"	White	(Decimal('35.269048'), Decimal('101.568430'))	B+	428-23-4814	Stanley Taylor	M	"9665 Miller Pass
Brandonside, MS 05109"
1737	1928-03-18	"215 Osborne Spring
East Steven, MD 43884"	White	(Decimal('-19.766263'), Decimal('135.675588'))	AB-	052-59-5111	Brian Collins	M	"Unit 7731 Box 2326
DPO AA 66776"
1738	14 Dec 1984	"2843 Barry Lodge Suite 137
Jasmineshire, IA 07311"	White	(Decimal('-39.942819'), Decimal('22.125575'))	A+	828-95-9014	Gary Good	M	"USS Greene
FPO AP 32376"
1739	09 Aug 1947	"USS Fisher
FPO AP 90002"	Indian	(Decimal('-37.348926'), Decimal('-140.596180'))	A+	309-96-2488	Mary Warner	F	"67276 Harris Turnpike Apt. 015
Bradleyfurt, AR 78041"
1740	1958-07-05	"31966 Christopher Islands
Chanburgh, NV 90844"	Indian	(Decimal('-23.000774'), Decimal('-102.474117'))	B-	266-85-5531	Ryan Stanley	M	"3854 Sarah Pines
New Christine, ID 61473"
1741	2003/04/14	"38264 Tyler Dam
Christinaburgh, AK 60940"	Indian	(Decimal('-44.324340'), Decimal('-56.798560'))	B+	806-12-2546	Angel Sawyer	M	"88533 Oneal Mission Suite 002
Michaelmouth, WA 14884"
1742	2010/02/01	"86375 Christina Ford Apt. 727
Port John, WI 46091"	White	(Decimal('-11.877440'), Decimal('-134.210117'))	O+	322-96-3605	Candice Russell	F	"74270 Lee Forest
Port Frank, TN 57600"
1743	1953-03-13	"PSC 2146, Box 6519
APO AA 15613"	White	(Decimal('73.5941305'), Decimal('149.908045'))	AB+	869-68-3935	Alyssa Kennedy	F	"66746 Hoover Forest
Douglasberg, MN 80237"
1744	06/22/1919, 00:00:00	"030 Booker Greens Suite 392
Sherrystad, MI 95224"	Hawaiian	(Decimal('59.6327595'), Decimal('-35.454323'))	A-	504-67-9512	Nicole Hendricks	F	"0255 Lynn Square Suite 476
Joshuaport, RI 12089"
1745	06 Jun 2016	"08092 Scott Plains
Shafferbury, SC 08145"	Black	(Decimal('67.360944'), Decimal('-87.586858'))	O+	013-48-9551	James Smith	M	"81334 Justin Forges Apt. 801
East Taraville, AL 59411"
1746	1924-04-26	"751 Barker Plaza Apt. 104
Davisberg, OR 44432"	White	(Decimal('-81.414357'), Decimal('-50.178559'))	O-	170-20-8852	Louis Martinez	M	"2498 Christopher Locks
North Allen, KS 32743"
1747	1975-03-20	"6937 Hernandez Lakes Suite 647
Smithfurt, NY 52635"	White	(Decimal('7.058231'), Decimal('22.675193'))	O-	094-46-1994	James Gomez	M	"Unit 8078 Box 6347
DPO AA 87569"
1748	1956/03/06	"00649 Patel Route
Danielborough, FL 22122"	Black	(Decimal('52.569689'), Decimal('147.206413'))	A-	833-39-9692	Claudia Malone	F	"118 Gloria Turnpike Apt. 612
Hansenland, AL 62521"
1749	13 Feb 2005	"82693 Michael Streets Suite 485
New Angelica, DC 48013"	White	(Decimal('-78.949966'), Decimal('-153.299385'))	AB-	725-64-8664	Lisa Horn	F	"PSC 4489, Box 3213
APO AA 45955"
1750	1928-07-17	"54677 Martinez Oval Suite 971
Kaylatown, IL 95912"	Hawaiian	(Decimal('68.741906'), Decimal('87.244503'))	O-	828-99-0286	Jennifer Davies	F	"Unit 6389 Box 0855
DPO AE 92955"
1751	1987/11/03	"3318 Duffy Station Apt. 604
Port Patrickberg, LA 39963"	White	(Decimal('-6.8807285'), Decimal('-44.124844'))	A-	044-92-3461	Craig Flowers	M	"499 Cheryl Ville
New Bryanburgh, WY 71587"
1752	1934-06-29	"045 Gary Ridge Apt. 660
East Erikstad, IA 54019"	White	(Decimal('-59.0774875'), Decimal('144.914587'))	A-	347-56-8360	Michael Lee	M	"66145 Thomas Terrace
South Baileyfurt, CT 67367"
1753	1973/08/27	"USCGC Singh
FPO AP 53099"	Black	(Decimal('17.610280'), Decimal('123.570128'))	A-	762-07-8881	Tracy Hines	F	"4881 Mark Corners
South Brianstad, TN 26390"
1754	09 Nov 2005	"0644 Carter Cove
Cardenasmouth, CT 07633"	White	(Decimal('-68.244385'), Decimal('44.218023'))	B+	591-83-0928	Joseph Davila	M	"116 Rodriguez Ville Apt. 016
Muellermouth, HI 54769"
1755	1956-05-27	"USNV Adams
FPO AP 37373"	White	(Decimal('69.4254215'), Decimal('115.587372'))	B-	495-39-9018	Wendy Morgan	F	"2975 Gonzalez Roads
Michaelbury, FL 67565"
1756	2004/12/04	"9772 Jennifer Walks
North Johnshire, AR 80759"	Asian	(Decimal('9.705391'), Decimal('-39.373304'))	B-	824-55-8268	Kelly Andrews	F	"145 Gina Road
Nicholasmouth, MA 75405"
1757	1947/07/22	"44015 Paul Neck
North Taratown, MD 36948"	Black	(Decimal('-18.242270'), Decimal('-173.949276'))	AB-	350-97-3709	Laura Gomez	F	"43569 Durham Roads Apt. 568
Lake Staceyview, AZ 35083"
1758	1936/09/08	"21949 Barnett Curve Suite 846
North Jenniferport, WI 78385"	Asian	(Decimal('-17.442704'), Decimal('-144.062842'))	O-	094-84-2355	Heather Eaton	F	"USNV Lewis
FPO AA 32461"
